"year","precipitation_1y","npp","photo","ar","lai","f5","evapm","cleaf","cwood","croot","csap","cheart","csto","ctotal","wue","ls","frequency"
1979,114.183200604202,1.72872455798218,2.52286353728405,0.849604976298544,7.41347708533436,0.882151726751225,1.74118769286678,0.255799265124896,33.4429170316872,0.338514588505451,3.86429767278657,29.5786193589006,22.8480883375083,56.8853192228258,0.00666891063451409,58,"1y"
1980,104.26198546731,1.72369355867192,2.52158114084866,0.855460790181625,7.38070541179947,0.878959467423558,1.72671601374787,0.257849685080034,34.8380602818234,0.341399062170433,3.89015962001454,30.9479006618088,22.8541528199436,58.2914618490175,0.00653033095757828,58,"1y"
1981,126.865711134178,1.75027683583561,2.540359778585,0.845342568477291,7.4219229977955,0.881704841020424,1.71635572349146,0.256769821046474,33.9295525631294,0.3397535698282,3.85406523362661,30.0754873295028,23.3753924871645,57.9014684411685,0.00669426630146891,58,"1y"
1982,96.1343115585441,1.6575132985173,2.46990013765733,0.872262056519969,7.49399304171418,0.852624199716281,1.69318432692033,0.259785000149716,37.0449415595398,0.344142173196655,4.00401098393835,33.0409305756015,21.4046913211568,59.053560054043,0.00689065763327922,58,"1y"
1983,147.053892549502,1.70097324882423,2.46945448250341,0.81869521045826,7.13332804216808,0.857658561905954,1.74107122407118,0.248464555722233,36.0381262144715,0.328229050421165,3.72709989046957,32.311026324002,22.546629481047,59.1614493016619,0.00648673673561025,58,"1y"
1984,70.449211475277,1.71973801929274,2.53053279598778,0.871108472439533,7.59447878264707,0.866866486844775,1.63397507876566,0.262835741556353,34.8712411239126,0.348311507226896,4.02176657774616,30.8494745461665,22.5593342114531,58.041722584149,0.00779867200856431,58,"1y"
1985,144.748247347343,1.72563875477725,2.51212198575961,0.842491807462806,7.41694487323078,0.863228073340035,1.66443493005815,0.255978384701277,34.4426354994276,0.338744711692969,3.85634549111881,30.5862900083088,22.7647495444567,57.8021081402786,0.00823193869263273,58,"1y"
1986,118.296838910246,1.70412604000597,2.51100366664103,0.867079937234582,7.54342235074694,0.857035254686077,1.6243943384971,0.261080867606533,34.992015060797,0.346008592003099,3.99997995398774,30.9920351068092,22.2624030300875,57.8615075504941,0.00887787061822298,58,"1y"
1987,223.002292385718,1.52097531284072,2.34039104366956,0.880547690988089,7.3790597999697,0.798325628271734,1.66443731846607,0.253199632174361,39.0430812544465,0.335819524361069,4.03368925424343,35.009392000203,19.5242641515725,59.1563645625544,0.00788861707576105,58,"1y"
1988,121.503186693044,1.1355329903209,1.89030404620967,0.799559418229581,6.74019180265586,0.635653144264678,1.53364722812986,0.229422769319317,46.7664739544861,0.302662642458889,3.8274847973,42.9389891571861,13.016625211105,60.3151845773693,0.00725345171187195,58,"1y"
1989,122.273731590303,1.22063468398174,1.97913543199712,0.805459430605191,6.9135474153986,0.662727647925204,1.50622594425375,0.236037711665436,44.3026522891708,0.311672129356251,3.85794740529313,40.4447048838777,14.3173985968041,59.1677607269966,0.00802956394081866,58,"1y"
1990,90.2138899861347,0.746809647810762,1.43529719676452,0.707412402638866,6.01920480729738,0.479832514988157,1.37006789695257,0.206307198899277,44.6092980247131,0.26950577548287,3.40067314942322,41.2086248752899,7.3347689470366,52.4198799461319,0.00661463598108417,58,"1y"
1991,176.084091920347,0.752033741767311,1.42942801635199,0.695287470553987,5.94337689558211,0.480256085725807,1.37755431967122,0.205608392896776,38.4496984004898,0.26849574115368,3.28641661075037,35.1632817897395,7.38236072558925,46.3061632601296,0.00724903666117489,58,"1y"
1992,122.241445250793,0.612250121208401,1.25264467750091,0.648461428861776,5.61578369837206,0.422764963030153,1.29602051617299,0.196316131458904,31.7827975645127,0.255098303010547,3.01556173078889,28.7672358337238,5.26881433822733,37.5030263372095,0.00716340219252876,58,"1y"
1993,128.589568039388,0.683214579474894,1.33995977848162,0.670948509037641,5.82565889726931,0.450234565963012,1.31772198637618,0.201663587818021,34.8893760965959,0.262844352485509,3.17941909367091,31.709957002925,6.25436475539115,41.6082487922906,0.00760380524865716,58,"1y"
1994,106.302284145959,0.605596811816005,1.23876993685915,0.645265748287482,5.71454143507955,0.414304597780476,1.25846407209961,0.199391450567504,32.4567301253532,0.259575090517106,3.0025038441242,29.454226281229,5.20658235464347,38.1222790210813,0.00854292952227326,56.8493150684931,"1y"
1995,189.876907554935,0.514034864768939,1.11495479404353,0.606939764797302,5.46908886623039,0.372996716626879,1.14826389177846,0.193118879398496,31.6770305335782,0.250661471772158,2.70190608418804,28.9751244493901,3.83851912362222,35.959330008371,0.00890595491892739,45,"1y"
1996,94.9613463256537,0.674027645124274,1.31964650475446,0.657350378730215,6.00373224287285,0.435540496511917,1.12343263200707,0.206103827720781,29.1099305837414,0.268297599236268,2.98559489463339,26.124335689108,6.19765954564998,35.7819915563484,0.0108997567178496,44,"1y"
1997,146.292389320388,0.500337883384641,1.08412328043129,0.593251947418082,5.60160488175072,0.359309839128002,0.982762313396573,0.191631042850797,28.4293635229807,0.249080461144495,2.58402025188385,25.8453432710968,3.93487586868845,32.8049508956644,0.0109727255940788,40.4520547945205,"1y"
1998,130.628119158428,0.37430827631414,0.874114779109778,0.504665929927105,5.18569987610488,0.28706014449691,0.585813178890936,0.172631414274117,27.0641741201001,0.223894547664208,2.14220766126692,24.9219664588331,2.43039086265965,29.891090944698,0.019294646317547,10.7041095890411,"1y"
1999,215.000130887165,0.918037654298186,1.56079098687638,0.664077220842419,6.35334816297992,0.507820247222194,0.44111618584783,0.211989439959267,30.346772130392,0.27723345986243,3.01175816931855,27.3350139610734,9.84847119900531,40.684466229219,0.0341639008858701,6,"1y"
2000,113.459016812285,1.09892562998012,1.82807145630477,0.766604823063479,7.0976523793649,0.583716832713363,0.489638345383859,0.237956738300717,38.1067363372377,0.312853116175223,3.49952727910314,34.6072090581346,12.5166560053632,51.1742021970769,0.0303144252315157,6,"1y"
2001,179.037929249807,0.905727720534924,1.59209907096903,0.713990319806111,6.52281775165205,0.513500536417281,0.475321296630031,0.218915561500656,38.865800849624,0.286983756561375,3.25185078011919,35.6139500695048,10.0082409534774,49.3799411211635,0.0272003702129322,6,"1y"
2002,124.604662939455,0.747154151785943,1.40301331035635,0.67199535630167,6.19174219557869,0.452163273047604,0.394445568674799,0.206701939955022,33.5243975328501,0.269624247133435,3.04902871992757,30.4753688129225,7.64166549445741,41.642389214396,0.0287997264956839,6,"1y"
2003,161.392361655271,0.587533314689916,1.19286178201505,0.610253802444144,5.82719244330602,0.390255628196208,0.329507594006974,0.190299144375749,31.120920788869,0.246870158464903,2.74577416454971,28.3751466243193,5.39522603848089,36.9533161301906,0.0319578276166021,6,"1y"
2004,121.519121519914,0.388537914311414,0.942837265586827,0.558059246230135,5.69269088786915,0.303109830678723,0.288889493071426,0.181364930766486,26.5290009967427,0.235081081574291,2.45964994956916,24.0693510471735,2.37950752391325,29.3249545329967,0.0273215208207603,5.23224043715847,"1y"
2005,224.974078227751,0.374243181447395,0.915068401042103,0.543146917348269,5.56809860499439,0.294089514971329,0.203067586857722,0.18119599413576,20.8520534561804,0.234654798104458,2.32630243688696,18.5257510192934,2.07581607338007,23.3437203218007,0.0334058976377728,2.09041095890411,"1y"
2006,163.27463161866,0.274760085903318,0.701572376855146,0.430502547120687,4.50560110264389,0.228832540592672,0.181839936998718,0.144901627220987,20.2644260596131,0.18781814149318,1.88323507186682,18.3811909877463,1.36766959839389,21.9648154267211,0.0274239557049888,1.68493150684932,"1y"
2007,222.610525014534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2008,146.193089399894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2009,168.052391552192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2010,104.813400868607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2011,215.682335719976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2012,161.987854393046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2013,233.260944642279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2014,106.864273742194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2015,184.490920701137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2016,147.2890470743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
